Artform,Year,Income,Age,Education
Musical,1992,6,29,3
Craft Fair,1992,8,49,3
Parks,1992,8,49,3
Parks,1992,8,41,4
Craft Fair,1992,6,40,2
Jazz,1992,7,32,3
Craft Fair,1992,7,32,3
Parks,1992,7,32,3
Art Museum,1992,7,33,2
Craft Fair,1992,7,33,2
Art Museum,1992,7,35,4
Craft Fair,1992,7,35,4
Parks,1992,7,35,4
Art Museum,1992,7,35,4
Craft Fair,1992,7,35,4
Parks,1992,7,35,4
Parks,1992,9,39,3
Jazz,1992,11,26,4
Craft Fair,1992,11,26,4
Musical,1992,11,29,4
Parks,1992,11,29,4
Classical,1992,11,43,5
Classical,1992,11,41,5
Art Museum,1992,11,41,5
Parks,1992,11,41,5
Musical,1992,10,49,4
Parks,1992,10,49,4
Musical,1992,10,23,4
Craft Fair,1992,10,23,4
Parks,1992,10,23,4
Dance,1992,-3,29,-1
Art Museum,1992,-3,29,-1
Parks,1992,-3,29,-1
Dance,1992,18,47,4
Parks,1992,18,47,4
Dance,1992,18,53,6
Parks,1992,18,53,6
Musical,1992,13,48,3
Craft Fair,1992,13,48,3
Musical,1992,11,47,6
Musical,1992,11,44,4
Dance,1992,6,59,3
Craft Fair,1992,6,59,3
Musical,1992,4,68,4
Craft Fair,1992,4,68,4
Parks,1992,4,68,4
Dance,1992,7,35,4
Art Museum,1992,7,35,4
Craft Fair,1992,7,35,4
Craft Fair,1992,6,29,5
Parks,1992,6,29,5
Craft Fair,1992,6,30,6
Parks,1992,6,30,6
Craft Fair,1992,6,27,3
Parks,1992,6,27,3
Opera,1992,6,20,3
Art Museum,1992,6,20,3
Craft Fair,1992,6,20,3
Parks,1992,6,20,3
Craft Fair,1992,6,37,3
Opera,1992,8,45,5
Ballet,1992,8,45,5
Dance,1992,8,45,5
Art Museum,1992,8,45,5
Craft Fair,1992,8,45,5
Dance,1992,1,79,1
Play,1992,11,27,4
Craft Fair,1992,11,27,4
Parks,1992,11,25,4
Jazz,1992,13,26,6
Musical,1992,13,26,6
Craft Fair,1992,13,26,6
Parks,1992,13,26,6
Art Museum,1992,13,53,3
Craft Fair,1992,13,53,3
Parks,1992,13,57,4
Musical,1992,18,45,5
Craft Fair,1992,18,45,5
Parks,1992,18,45,5
Craft Fair,1992,18,46,4
Craft Fair,1992,2,74,3
Dance,1992,2,73,1
Craft Fair,1992,2,73,1
Craft Fair,1992,11,38,4
Craft Fair,1992,11,37,4
Dance,1992,5,33,3
Dance,1992,1,31,3
Play,1992,4,24,4
Craft Fair,1992,4,24,4
Craft Fair,1992,4,49,4
Art Museum,1992,9,27,4
Craft Fair,1992,9,27,4
Musical,1992,8,29,4
Play,1992,8,29,4
Ballet,1992,8,29,4
Dance,1992,8,29,4
Art Museum,1992,8,29,4
Craft Fair,1992,8,29,4
Musical,1992,8,32,5
Ballet,1992,8,32,5
Craft Fair,1992,8,32,5
Parks,1992,8,32,5
Craft Fair,1992,10,52,3
Musical,1992,10,47,5
Play,1992,10,47,5
Art Museum,1992,10,47,5
Craft Fair,1992,10,47,5
Parks,1992,10,47,5
Play,1992,10,39,6
Dance,1992,10,39,6
Art Museum,1992,10,39,6
Craft Fair,1992,10,39,6
Parks,1992,10,39,6
Classical,1992,9,36,3
Parks,1992,9,36,3
Craft Fair,1992,9,34,3
Parks,1992,6,88,5
Parks,1992,10,47,3
Musical,1992,7,40,3
Musical,1992,7,38,6
Craft Fair,1992,3,66,3
Parks,1992,9,21,3
Art Museum,1992,9,23,4
Craft Fair,1992,9,23,4
Parks,1992,9,23,4
Parks,1992,3,34,3
Dance,1992,3,24,4
Art Museum,1992,3,24,4
Parks,1992,3,24,4
Jazz,1992,4,45,4
Classical,1992,4,45,4
Play,1992,4,45,4
Dance,1992,4,45,4
Art Museum,1992,4,45,4
Craft Fair,1992,4,45,4
Parks,1992,4,45,4
Classical,1992,13,47,6
Opera,1992,13,47,6
Musical,1992,13,47,6
Play,1992,13,47,6
Art Museum,1992,13,47,6
Craft Fair,1992,13,47,6
Parks,1992,13,47,6
Jazz,1992,13,50,6
Classical,1992,13,50,6
Opera,1992,13,50,6
Musical,1992,13,50,6
Play,1992,13,50,6
Dance,1992,13,50,6
Art Museum,1992,13,50,6
Craft Fair,1992,13,50,6
Parks,1992,13,50,6
Art Museum,1992,10,44,4
Craft Fair,1992,10,44,4
Jazz,1992,10,45,4
Craft Fair,1992,10,45,4
Parks,1992,10,45,4
Musical,1992,18,39,3
Art Museum,1992,18,39,3
Craft Fair,1992,18,39,3
Musical,1992,18,58,3
Craft Fair,1992,18,58,3
Parks,1992,18,58,3
Craft Fair,1992,18,48,6
Classical,1992,18,48,5
Dance,1992,18,48,5
Art Museum,1992,18,48,5
Craft Fair,1992,18,48,5
Parks,1992,18,48,5
Classical,1992,18,58,6
Opera,1992,18,58,6
Play,1992,18,58,6
Ballet,1992,18,58,6
Craft Fair,1992,18,58,6
Classical,1992,18,55,6
Opera,1992,18,55,6
Musical,1992,18,55,6
Play,1992,18,55,6
Dance,1992,18,55,6
Art Museum,1992,18,55,6
Craft Fair,1992,18,55,6
Parks,1992,18,55,6
Parks,1992,-3,33,5
Craft Fair,1992,5,24,4
Jazz,1992,6,25,4
Art Museum,1992,6,25,4
Craft Fair,1992,6,25,4
Jazz,1992,6,38,4
Art Museum,1992,6,38,4
Craft Fair,1992,6,38,4
Art Museum,1992,9,30,4
Parks,1992,9,30,4
Jazz,1992,9,38,4
Classical,1992,9,38,4
Musical,1992,9,38,4
Play,1992,9,38,4
Ballet,1992,9,38,4
Dance,1992,9,38,4
Art Museum,1992,9,38,4
Craft Fair,1992,9,38,4
Parks,1992,9,38,4
Craft Fair,1992,18,32,4
Parks,1992,18,32,4
Art Museum,1992,18,30,3
Craft Fair,1992,18,30,3
Jazz,1992,18,22,4
Art Museum,1992,18,22,4
Craft Fair,1992,18,22,4
Classical,1992,18,44,4
Play,1992,18,44,4
Art Museum,1992,18,44,4
Craft Fair,1992,18,44,4
Parks,1992,18,44,4
Jazz,1992,18,49,4
Classical,1992,18,49,4
Musical,1992,18,49,4
Ballet,1992,18,49,4
Art Museum,1992,18,49,4
Craft Fair,1992,18,49,4
Parks,1992,18,49,4
Jazz,1992,18,49,3
Classical,1992,18,49,3
Opera,1992,18,49,3
Musical,1992,18,49,3
Classical,1992,18,21,4
Parks,1992,6,73,5
Parks,1992,6,67,4
Parks,1992,9,39,5
Art Museum,1992,13,25,3
Art Museum,1992,13,27,3
Jazz,1992,13,20,4
Classical,1992,13,20,4
Play,1992,13,20,4
Ballet,1992,13,20,4
Dance,1992,13,20,4
Art Museum,1992,13,20,4
Craft Fair,1992,13,20,4
Craft Fair,1992,13,20,4
Jazz,1992,6,72,4
Classical,1992,6,72,4
Opera,1992,6,72,4
Musical,1992,6,72,4
Play,1992,6,72,4
Dance,1992,6,72,4
Art Museum,1992,6,72,4
Parks,1992,6,72,4
Jazz,1992,10,86,5
Opera,1992,10,86,5
Dance,1992,10,86,5
Art Museum,1992,10,86,5
Parks,1992,10,86,5
Art Museum,1992,8,47,6
Craft Fair,1992,8,47,6
Parks,1992,5,21,4
Musical,1992,5,47,4
Art Museum,1992,5,47,4
Opera,1992,-3,55,3
Art Museum,1992,18,46,5
Parks,1992,18,46,5
Jazz,1992,18,43,5
Play,1992,18,43,5
Art Museum,1992,18,43,5
Parks,1992,18,43,5
Art Museum,1992,13,29,4
Craft Fair,1992,13,29,4
Classical,1992,13,37,5
Opera,1992,13,37,5
Musical,1992,13,37,5
Play,1992,13,37,5
Ballet,1992,13,37,5
Art Museum,1992,13,37,5
Craft Fair,1992,13,37,5
Parks,1992,13,37,5
Classical,1992,13,38,5
Musical,1992,13,38,5
Art Museum,1992,13,38,5
Parks,1992,13,38,5
Craft Fair,1992,18,30,3
Classical,1992,18,39,6
Musical,1992,18,39,6
Art Museum,1992,18,39,6
Craft Fair,1992,18,39,6
Art Museum,1992,10,32,3
Parks,1992,11,30,3
Parks,1992,8,54,3
Craft Fair,1992,8,26,3
Parks,1992,8,26,3
Parks,1992,10,50,2
Parks,1992,8,27,4
Ballet,1992,8,27,4
Parks,1992,8,27,4
Craft Fair,1992,11,59,4
Parks,1992,11,59,4
Craft Fair,1992,11,60,4
Parks,1992,11,60,4
Parks,1992,18,72,4
Art Museum,1992,7,53,2
Craft Fair,1992,7,53,2
Parks,1992,7,53,2
Art Museum,1992,7,63,3
Craft Fair,1992,7,63,3
Parks,1992,7,63,3
Craft Fair,1992,6,53,3
Parks,1992,6,53,3
Play,1992,6,18,3
Art Museum,1992,6,18,3
Craft Fair,1992,6,18,3
Parks,1992,6,18,3
Art Museum,1992,-3,61,3
Classical,1992,6,75,3
Parks,1992,6,75,3
Parks,1992,6,56,4
Parks,1992,6,45,3
Parks,1992,9,42,3
Parks,1992,13,55,3
Parks,1992,6,29,3
Parks,1992,6,45,1
Art Museum,1992,18,34,4
Craft Fair,1992,18,34,4
Parks,1992,18,34,4
Art Museum,1992,18,33,5
Craft Fair,1992,18,33,5
Parks,1992,18,33,5
Musical,1992,18,59,4
Craft Fair,1992,18,59,4
Parks,1992,18,59,4
Musical,1992,18,47,5
Craft Fair,1992,18,47,5
Parks,1992,18,47,5
Musical,1992,11,40,3
Play,1992,11,40,3
Parks,1992,8,32,1
Craft Fair,1992,3,19,3
Opera,1992,13,57,3
Art Museum,1992,13,57,3
Craft Fair,1992,13,57,3
Parks,1992,13,57,3
Opera,1992,13,57,4
Craft Fair,1992,13,57,4
Classical,1992,10,28,4
Art Museum,1992,10,28,4
Parks,1992,10,28,4
Musical,1992,9,45,4
Craft Fair,1992,9,45,4
Musical,1992,-3,37,6
Dance,1992,-3,37,6
Art Museum,1992,-3,37,6
Craft Fair,1992,-3,37,6
Musical,1992,-3,29,4
Dance,1992,-3,29,4
Art Museum,1992,-3,29,4
Craft Fair,1992,-3,29,4
Classical,1992,10,30,5
Musical,1992,10,30,5
Play,1992,10,30,5
Art Museum,1992,10,30,5
Craft Fair,1992,10,30,5
Parks,1992,10,30,5
Jazz,1992,8,27,5
Classical,1992,8,27,5
Art Museum,1992,8,27,5
Craft Fair,1992,8,27,5
Jazz,1992,8,33,5
Play,1992,8,33,5
Jazz,1992,11,27,4
Art Museum,1992,11,27,4
Jazz,1992,11,26,4
Art Museum,1992,11,26,4
Ballet,1992,-3,19,4
Dance,1992,-3,19,4
Art Museum,1992,6,35,6
Craft Fair,1992,6,35,6
Parks,1992,6,35,6
Jazz,1992,6,29,6
Classical,1992,6,29,6
Art Museum,1992,6,29,6
Craft Fair,1992,6,29,6
Classical,1992,18,46,6
Opera,1992,18,46,6
Musical,1992,18,46,6
Play,1992,18,46,6
Art Museum,1992,18,46,6
Craft Fair,1992,18,46,6
Parks,1992,18,46,6
Jazz,1992,18,46,6
Classical,1992,18,46,6
Musical,1992,18,46,6
Play,1992,18,46,6
Art Museum,1992,18,46,6
Art Museum,1992,-3,67,5
Parks,1992,-3,67,5
Art Museum,1992,-3,61,5
Parks,1992,-3,61,5
Jazz,1992,10,44,3
Musical,1992,10,44,3
Play,1992,10,44,3
Art Museum,1992,10,44,3
Craft Fair,1992,10,44,3
Parks,1992,10,44,3
Parks,1992,10,40,2
Art Museum,1992,11,37,4
Craft Fair,1992,11,37,4
Musical,1992,11,38,4
Craft Fair,1992,11,38,4
Jazz,1992,11,32,5
Parks,1992,11,32,5
Jazz,1992,11,73,6
Play,1992,11,73,6
Art Museum,1992,11,73,6
Craft Fair,1992,11,73,6
Parks,1992,11,73,6
Jazz,1992,11,72,5
Classical,1992,11,72,5
Musical,1992,11,72,5
Play,1992,11,72,5
Ballet,1992,11,72,5
Dance,1992,11,72,5
Craft Fair,1992,11,72,5
Parks,1992,11,72,5
Classical,1992,7,41,6
Dance,1992,7,41,6
Art Museum,1992,7,41,6
Craft Fair,1992,7,41,6
Parks,1992,7,41,6
Classical,1992,7,50,4
Parks,1992,7,50,4
Art Museum,1992,2,26,5
Craft Fair,1992,2,26,5
Musical,1992,2,20,4
Art Museum,1992,2,20,4
Jazz,1992,5,31,6
Art Museum,1992,5,31,6
Craft Fair,1992,5,31,6
Parks,1992,5,31,6
Play,1992,5,24,6
Dance,1992,5,24,6
Art Museum,1992,5,24,6
Craft Fair,1992,5,24,6
Opera,1992,4,24,5
Musical,1992,4,24,5
Play,1992,4,24,5
Ballet,1992,4,24,5
Dance,1992,4,24,5
Art Museum,1992,4,24,5
Craft Fair,1992,4,24,5
Parks,1992,4,24,5
Musical,1992,4,23,5
Play,1992,4,23,5
Parks,1992,4,23,5
Craft Fair,1992,8,41,4
Craft Fair,1992,8,41,4
Parks,1992,8,41,4
Dance,1992,8,40,4
Classical,1992,4,38,6
Opera,1992,4,38,6
Play,1992,4,38,6
Art Museum,1992,4,38,6
Craft Fair,1992,4,38,6
Parks,1992,4,38,6
Art Museum,1992,8,22,3
Craft Fair,1992,8,22,3
Parks,1992,8,22,3
Art Museum,1992,8,25,4
Parks,1992,8,25,4
Classical,1992,9,28,3
Art Museum,1992,9,28,3
Craft Fair,1992,9,28,3
Parks,1992,9,28,3
Classical,1992,9,29,4
Dance,1992,9,29,4
Art Museum,1992,9,29,4
Craft Fair,1992,9,29,4
Parks,1992,9,29,4
Craft Fair,1992,9,34,5
Parks,1992,9,34,5
Dance,1992,9,36,5
Art Museum,1992,9,36,5
Craft Fair,1992,9,36,5
Parks,1992,9,36,5
Parks,1992,7,52,3
Parks,1992,7,51,3
Classical,1992,11,33,5
Musical,1992,11,33,5
Craft Fair,1992,11,33,5
Classical,1992,11,35,4
Musical,1992,11,35,4
Craft Fair,1992,11,35,4
Play,1992,13,45,4
Parks,1992,13,45,4
Musical,1992,13,45,4
Play,1992,13,45,4
Art Museum,1992,13,45,4
Craft Fair,1992,13,45,4
Parks,1992,13,45,4
Ballet,1992,13,44,3
Art Museum,1992,13,44,3
Craft Fair,1992,13,44,3
Parks,1992,13,44,3
Ballet,1992,13,43,4
Art Museum,1992,13,43,4
Craft Fair,1992,13,43,4
Parks,1992,13,43,4
Craft Fair,1992,11,34,3
Parks,1992,11,34,3
Play,1992,11,18,3
Art Museum,1992,9,43,5
Parks,1992,9,43,5
Parks,1992,9,44,5
Art Museum,1992,8,60,2
Craft Fair,1992,8,60,2
Art Museum,1992,9,52,4
Parks,1992,9,52,4
Art Museum,1992,9,52,3
Parks,1992,9,52,3
Art Museum,1992,9,19,3
Classical,1992,13,45,6
Play,1992,13,45,6
Art Museum,1992,13,45,6
Craft Fair,1992,13,45,6
Parks,1992,13,45,6
Jazz,1992,13,23,4
Art Museum,1992,13,23,4
Craft Fair,1992,13,23,4
Parks,1992,13,23,4
Art Museum,1992,8,43,3
Craft Fair,1992,8,43,3
Parks,1992,8,43,3
Parks,1992,7,71,6
Parks,1992,7,67,6
Musical,1992,18,37,1
Play,1992,18,37,1
Classical,1992,18,35,4
Musical,1992,18,35,4
Play,1992,18,35,4
Art Museum,1992,18,35,4
Parks,1992,18,35,4
Ballet,1992,11,31,5
Art Museum,1992,11,31,5
Craft Fair,1992,11,31,5
Parks,1992,11,31,5
Art Museum,1992,11,51,4
Craft Fair,1992,11,51,4
Parks,1992,11,51,4
Art Museum,1992,11,54,5
Craft Fair,1992,11,54,5
Parks,1992,11,54,5
Ballet,1992,11,26,4
Art Museum,1992,11,26,4
Craft Fair,1992,11,53,3
Parks,1992,11,56,4
Musical,1992,13,23,4
Play,1992,13,23,4
Dance,1992,13,23,4
Art Museum,1992,13,23,4
Craft Fair,1992,13,23,4
Parks,1992,13,23,4
Musical,1992,13,54,1
Dance,1992,13,54,1
Craft Fair,1992,13,54,1
Musical,1992,13,47,1
Dance,1992,13,47,1
Craft Fair,1992,13,47,1
Dance,1992,13,26,5
Art Museum,1992,13,26,5
Parks,1992,13,26,5
Parks,1992,5,40,2
Parks,1992,5,23,2
Parks,1992,5,44,3
Craft Fair,1992,4,63,2
Craft Fair,1992,4,59,3
Jazz,1992,13,23,3
Art Museum,1992,13,23,3
Craft Fair,1992,13,23,3
Parks,1992,13,23,3
Jazz,1992,13,27,3
Musical,1992,13,27,3
Craft Fair,1992,13,27,3
Parks,1992,13,27,3
Jazz,1992,10,40,3
Art Museum,1992,10,40,3
Craft Fair,1992,10,40,3
Craft Fair,1992,13,44,5
Craft Fair,1992,9,47,6
Parks,1992,9,47,6
Art Museum,1992,9,64,3
Parks,1992,9,64,3
Parks,1992,9,66,3
Dance,1992,7,42,4
Craft Fair,1992,7,42,4
Craft Fair,1992,7,19,4
Jazz,1992,11,47,5
Classical,1992,11,47,5
Musical,1992,11,47,5
Play,1992,11,47,5
Art Museum,1992,11,47,5
Craft Fair,1992,11,47,5
Parks,1992,11,47,5
Craft Fair,1992,7,66,3
Parks,1992,7,66,3
Craft Fair,1992,7,66,3
Parks,1992,7,66,3
Musical,1992,7,43,3
Craft Fair,1992,7,43,3
Classical,1992,-3,49,5
Jazz,1992,-3,19,3
Art Museum,1992,-3,19,3
Craft Fair,1992,-3,19,3
Parks,1992,-3,19,3
Musical,1992,9,64,3
Play,1992,9,64,3
Dance,1992,9,64,3
Art Museum,1992,9,64,3
Craft Fair,1992,9,64,3
Parks,1992,9,64,3
Dance,1992,9,63,3
Art Museum,1992,9,63,3
Craft Fair,1992,9,63,3
Parks,1992,9,63,3
Jazz,1992,18,62,5
Classical,1992,18,62,5
Musical,1992,18,62,5
Classical,1992,18,44,3
Musical,1992,18,44,3
Craft Fair,1992,18,44,3
Ballet,1992,18,37,5
Art Museum,1992,18,37,5
Parks,1992,18,37,5
Dance,1992,18,37,6
Parks,1992,18,37,6
Classical,1992,18,40,6
Opera,1992,18,40,6
Musical,1992,18,40,6
Art Museum,1992,18,40,6
Craft Fair,1992,18,40,6
Parks,1992,18,40,6
Art Museum,1992,9,38,3
Craft Fair,1992,9,38,3
Craft Fair,1992,9,38,3
Parks,1992,1,42,4
Musical,1992,-3,23,2
Dance,1992,8,63,2
Jazz,1992,9,48,6
Classical,1992,9,48,6
Musical,1992,9,48,6
Art Museum,1992,9,48,6
Craft Fair,1992,9,48,6
Parks,1992,9,48,6
Classical,1992,9,38,5
Opera,1992,9,38,5
Musical,1992,9,38,5
Play,1992,9,38,5
Ballet,1992,9,38,5
Art Museum,1992,9,38,5
Craft Fair,1992,9,38,5
Parks,1992,9,38,5
Parks,1992,-3,55,-1
Craft Fair,1992,-3,48,-1
Opera,1992,18,50,6
Musical,1992,18,50,6
Play,1992,18,50,6
Art Museum,1992,18,50,6
Craft Fair,1992,18,50,6
Opera,1992,18,51,6
Musical,1992,18,51,6
Play,1992,18,51,6
Art Museum,1992,18,51,6
Craft Fair,1992,18,51,6
Classical,1992,-3,50,4
Musical,1992,-3,50,4
Art Museum,1992,-3,50,4
Craft Fair,1992,-3,50,4
Parks,1992,-3,50,4
Classical,1992,-3,49,5
Musical,1992,-3,49,5
Art Museum,1992,-3,49,5
Craft Fair,1992,-3,49,5
Parks,1992,-3,49,5
Play,1992,9,65,5
Parks,1992,9,65,5
Jazz,1992,9,63,4
Classical,1992,9,63,4
Musical,1992,9,63,4
Play,1992,9,63,4
Art Museum,1992,9,63,4
Craft Fair,1992,9,63,4
Parks,1992,9,63,4
Dance,1992,3,41,4
Art Museum,1992,3,41,4
Craft Fair,1992,3,41,4
Parks,1992,3,41,4
Classical,1992,1,21,3
Craft Fair,1992,6,72,3
Parks,1992,8,53,5
Classical,1992,8,56,6
Musical,1992,8,56,6
Play,1992,8,56,6
Art Museum,1992,8,56,6
Parks,1992,8,56,6
Musical,1992,8,21,4
Art Museum,1992,8,21,4
Parks,1992,8,21,4
Play,1992,5,57,4
Parks,1992,5,57,4
Art Museum,1992,9,19,2
Craft Fair,1992,9,19,2
Craft Fair,1992,2,65,2
Parks,1992,2,65,2
Craft Fair,1992,2,77,4
Classical,1992,9,37,4
Art Museum,1992,9,37,4
Craft Fair,1992,9,37,4
Parks,1992,9,37,4
Art Museum,1992,9,34,5
Craft Fair,1992,9,34,5
Parks,1992,9,34,5
Art Museum,1992,8,26,3
Craft Fair,1992,8,26,3
Parks,1992,8,26,3
Art Museum,1992,8,27,3
Parks,1992,8,27,3
Ballet,1992,3,69,1
Art Museum,1992,3,69,1
Play,1992,9,35,4
Art Museum,1992,9,35,4
Craft Fair,1992,9,35,4
Play,1992,9,36,5
Parks,1992,9,36,5
Parks,1992,7,50,4
Craft Fair,1992,6,37,5
Parks,1992,6,37,5
Craft Fair,1992,7,26,3
Craft Fair,1992,5,28,3
Dance,1992,7,42,3
Craft Fair,1992,7,42,3
Craft Fair,1992,11,28,5
Classical,1992,8,70,3
Play,1992,8,70,3
Craft Fair,1992,8,70,3
Ballet,1992,18,40,4
Art Museum,1992,18,40,4
Parks,1992,18,40,4
Parks,1992,18,44,4
Jazz,1992,13,60,3
Play,1992,13,60,3
Craft Fair,1992,13,60,3
Jazz,1992,13,53,3
Craft Fair,1992,13,53,3
Parks,1992,13,53,3
Art Museum,1992,4,39,3
Craft Fair,1992,4,39,3
Classical,1992,13,56,6
Dance,1992,13,56,6
Craft Fair,1992,13,56,6
Craft Fair,1992,13,28,6
Play,1992,11,29,5
Art Museum,1992,11,29,5
Craft Fair,1992,11,29,5
Parks,1992,11,29,5
Craft Fair,1992,2,67,3
Art Museum,1992,1,30,3
Craft Fair,1992,1,30,3
Parks,1992,1,30,3
Jazz,1992,7,27,6
Parks,1992,7,27,6
Jazz,1992,1,22,5
Art Museum,1992,1,22,5
Craft Fair,1992,1,22,5
Parks,1992,1,22,5
Ballet,1992,1,19,4
Art Museum,1992,1,19,4
Craft Fair,1992,1,19,4
Parks,1992,1,19,4
Parks,1992,-3,72,1
Jazz,1992,7,38,4
Art Museum,1992,7,38,4
Craft Fair,1992,7,38,4
Parks,1992,7,38,4
Jazz,1992,13,63,5
Musical,1992,13,63,5
Ballet,1992,13,63,5
Dance,1992,13,63,5
Art Museum,1992,13,63,5
Craft Fair,1992,13,63,5
Dance,1992,11,19,3
Jazz,1992,6,29,3
Musical,1992,6,29,3
Parks,1992,6,29,3
Classical,1992,4,67,2
Craft Fair,1992,4,67,2
Parks,1992,4,67,2
Craft Fair,1992,9,30,3
Craft Fair,1992,9,28,3
Art Museum,1992,-3,59,4
Craft Fair,1992,-3,59,4
Parks,1992,-3,59,4
Parks,1992,-3,25,5
Parks,1992,-3,24,5
Classical,1992,13,62,6
Parks,1992,13,62,6
Classical,1992,13,67,6
Parks,1992,13,67,6
Classical,1992,9,34,3
Musical,1992,9,34,3
Play,1992,9,34,3
Dance,1992,9,34,3
Art Museum,1992,9,34,3
Craft Fair,1992,9,34,3
Parks,1992,9,34,3
Classical,1992,9,35,3
Musical,1992,9,35,3
Play,1992,9,35,3
Craft Fair,1992,9,35,3
Parks,1992,9,35,3
Classical,1992,9,55,3
Musical,1992,9,55,3
Craft Fair,1992,9,55,3
Parks,1992,9,55,3
Parks,1992,6,58,3
Parks,1992,6,70,1
Craft Fair,1992,9,38,3
Craft Fair,1992,9,45,3
Play,1992,11,18,4
Craft Fair,1992,11,43,3
Art Museum,1992,8,31,4
Craft Fair,1992,8,31,4
Parks,1992,8,31,4
Jazz,1992,11,25,4
Craft Fair,1992,11,25,4
Parks,1992,11,25,4
Jazz,1992,8,28,5
Musical,1992,8,28,5
Play,1992,8,28,5
Art Museum,1992,8,28,5
Craft Fair,1992,8,28,5
Parks,1992,8,28,5
Musical,1992,1,72,1
Craft Fair,1992,6,25,5
Parks,1992,6,25,5
Craft Fair,1992,4,30,3
Dance,1992,-3,42,3
Craft Fair,1992,-3,42,3
Parks,1992,-3,42,3
Art Museum,1992,2,35,2
Craft Fair,1992,7,45,3
Craft Fair,1992,7,34,3
Parks,1992,7,34,3
Musical,1992,5,30,4
Art Museum,1992,4,49,2
Craft Fair,1992,4,49,2
Parks,1992,4,49,2
Classical,1992,11,42,5
Craft Fair,1992,11,42,5
Parks,1992,11,42,5
Art Museum,1992,11,20,4
Craft Fair,1992,11,20,4
Parks,1992,11,20,4
Classical,1992,8,37,2
Musical,1992,8,19,3
Craft Fair,1992,7,68,3
Craft Fair,1992,7,79,4
Jazz,1992,9,53,4
Classical,1992,9,53,4
Play,1992,9,53,4
Craft Fair,1992,9,53,4
Parks,1992,9,53,4
Jazz,1992,9,51,3
Classical,1992,9,51,3
Play,1992,9,51,3
Craft Fair,1992,9,51,3
Parks,1992,9,51,3
Play,1992,3,35,5
Art Museum,1992,3,35,5
Craft Fair,1992,3,35,5
Dance,1992,-3,76,2
Craft Fair,1992,7,18,2
Parks,1992,7,18,2
Jazz,1992,6,21,4
Musical,1992,6,21,4
Play,1992,6,21,4
Art Museum,1992,6,21,4
Craft Fair,1992,6,21,4
Parks,1992,6,21,4
Jazz,1992,7,41,6
Classical,1992,7,41,6
Musical,1992,7,41,6
Play,1992,7,41,6
Art Museum,1992,7,41,6
Craft Fair,1992,7,41,6
Parks,1992,7,41,6
Craft Fair,1992,7,34,6
Parks,1992,7,34,6
Musical,1992,10,36,4
Craft Fair,1992,10,36,4
Parks,1992,10,36,4
Parks,1992,10,32,4
Parks,1992,11,36,6
Parks,1992,11,38,-1
Parks,1992,8,29,4
Jazz,1992,18,39,4
Craft Fair,1992,18,39,4
Parks,1992,18,39,4
Art Museum,1992,18,55,6
Craft Fair,1992,18,55,6
Parks,1992,7,24,2
Parks,1992,7,22,3
Classical,1992,6,56,4
Jazz,1992,6,36,4
Dance,1992,6,36,4
Art Museum,1992,6,36,4
Craft Fair,1992,6,36,4
Classical,1992,6,38,4
Musical,1992,6,38,4
Play,1992,6,38,4
Dance,1992,6,38,4
Art Museum,1992,6,38,4
Craft Fair,1992,6,38,4
Craft Fair,1992,10,41,4
Jazz,1992,10,40,5
Craft Fair,1992,10,40,5
Craft Fair,1992,11,37,5
Parks,1992,11,37,5
Craft Fair,1992,-3,34,3
Craft Fair,1992,13,31,5
Art Museum,1992,10,28,4
Craft Fair,1992,10,28,4
Musical,1992,11,45,3
Dance,1992,7,30,3
Parks,1992,9,45,3
Classical,1992,11,46,5
Opera,1992,11,46,5
Musical,1992,11,46,5
Play,1992,11,46,5
Art Museum,1992,11,46,5
Craft Fair,1992,11,46,5
Parks,1992,11,46,5
Art Museum,1992,4,73,2
Jazz,1992,9,50,6
Musical,1992,9,50,6
Play,1992,9,50,6
Art Museum,1992,9,50,6
Craft Fair,1992,9,50,6
Craft Fair,1992,18,68,5
Craft Fair,1992,11,33,3
Craft Fair,1992,11,38,4
Musical,1992,18,43,5
Parks,1992,18,43,5
Musical,1992,6,55,3
Craft Fair,1992,6,55,3
Craft Fair,1992,6,32,4
Musical,1992,9,65,3
Art Museum,1992,9,65,3
Craft Fair,1992,9,65,3
Musical,1992,9,67,4
Art Museum,1992,9,67,4
Craft Fair,1992,9,67,4
Jazz,1992,10,48,6
Classical,1992,10,48,6
Musical,1992,10,48,6
Art Museum,1992,10,48,6
Craft Fair,1992,10,48,6
Parks,1992,10,48,6
Jazz,1992,10,66,4
Classical,1992,10,66,4
Musical,1992,10,66,4
Art Museum,1992,10,66,4
Craft Fair,1992,4,54,3
Classical,1992,13,36,4
Musical,1992,13,36,4
Play,1992,13,36,4
Art Museum,1992,13,36,4
Craft Fair,1992,13,36,4
Parks,1992,13,36,4
Musical,1992,13,40,3
Play,1992,13,40,3
Art Museum,1992,13,40,3
Parks,1992,13,40,3
Musical,1992,-3,66,3
Play,1992,-3,66,3
Dance,1992,-3,66,3
Craft Fair,1992,-3,66,3
Play,1992,-3,59,1
Craft Fair,1992,11,33,3
Parks,1992,11,33,3
Craft Fair,1992,7,22,4
Craft Fair,1992,9,30,3
Parks,1992,9,30,3
Art Museum,1992,8,36,5
Parks,1992,8,36,5
Jazz,1992,10,32,3
Musical,1992,10,32,3
Art Museum,1992,10,32,3
