Artform,Year,Income,Age,Education
Festival,2008,7,34,5
Parks,2008,10,85,4
Craft Fair,2008,7,48,4
Festival,2008,7,48,4
Craft Fair,2008,7,51,3
Festival,2008,7,51,3
Jazz,2008,12,66,3
Art Museum,2008,6,65,5
Craft Fair,2008,6,65,5
Art Museum,2008,6,63,3
Craft Fair,2008,6,63,3
Musical,2008,-3,77,3
Art Museum,2008,-3,77,3
Parks,2008,-3,77,3
Musical,2008,-3,78,4
Art Museum,2008,-3,78,4
Parks,2008,-3,78,4
Art Museum,2008,14,30,5
Art Museum,2008,14,31,4
Jazz,2008,16,34,5
Classical,2008,16,34,5
Opera,2008,16,34,5
Art Museum,2008,16,34,5
Jazz,2008,16,35,4
Classical,2008,16,35,4
Opera,2008,16,35,4
Art Museum,2008,16,35,4
Festival,2008,16,35,4
Classical,2008,15,23,5
Musical,2008,15,23,5
Play,2008,15,23,5
Art Museum,2008,15,23,5
Craft Fair,2008,15,23,5
Festival,2008,15,23,5
Parks,2008,15,23,5
Classical,2008,15,23,5
Art Museum,2008,15,23,5
Musical,2008,11,58,3
Craft Fair,2008,11,58,3
Festival,2008,16,35,4
Festival,2008,16,35,5
Musical,2008,16,43,6
Art Museum,2008,16,43,6
Musical,2008,16,40,5
Art Museum,2008,16,40,5
Craft Fair,2008,16,40,5
Festival,2008,16,40,5
Musical,2008,-3,46,5
Play,2008,-3,46,5
Art Museum,2008,-3,46,5
Craft Fair,2008,-3,46,5
Festival,2008,-3,46,5
Parks,2008,-3,46,5
Musical,2008,-3,50,5
Play,2008,-3,50,5
Art Museum,2008,-3,50,5
Craft Fair,2008,-3,50,5
Festival,2008,-3,50,5
Parks,2008,-3,50,5
Musical,2008,9,33,4
Play,2008,9,33,4
Art Museum,2008,9,33,4
Parks,2008,9,33,4
Musical,2008,9,39,3
Play,2008,9,39,3
Art Museum,2008,9,39,3
Parks,2008,9,39,3
Musical,2008,14,31,5
Art Museum,2008,14,31,5
Festival,2008,14,31,5
Parks,2008,14,31,5
Musical,2008,7,77,4
Ballet,2008,7,77,4
Art Museum,2008,7,77,4
Craft Fair,2008,7,77,4
Festival,2008,7,77,4
Craft Fair,2008,10,55,3
Craft Fair,2008,10,24,3
Play,2008,9,52,5
Craft Fair,2008,9,52,5
Play,2008,9,33,4
Craft Fair,2008,9,33,4
Craft Fair,2008,11,80,4
Festival,2008,11,80,4
Parks,2008,11,80,4
Craft Fair,2008,11,78,3
Parks,2008,11,78,3
Jazz,2008,9,66,5
Art Museum,2008,9,66,5
Parks,2008,9,66,5
Jazz,2008,9,62,3
Art Museum,2008,9,62,3
Classical,2008,7,61,4
Musical,2008,7,61,4
Ballet,2008,7,61,4
Dance,2008,7,61,4
Art Museum,2008,7,61,4
Craft Fair,2008,7,61,4
Parks,2008,7,61,4
Classical,2008,11,71,4
Musical,2008,11,71,4
Ballet,2008,11,71,4
Art Museum,2008,11,71,4
Craft Fair,2008,11,71,4
Festival,2008,11,71,4
Parks,2008,11,71,4
Classical,2008,11,72,3
Musical,2008,11,72,3
Ballet,2008,11,72,3
Art Museum,2008,11,72,3
Craft Fair,2008,11,72,3
Festival,2008,11,72,3
Parks,2008,11,72,3
Musical,2008,11,30,5
Craft Fair,2008,11,30,5
Parks,2008,11,30,5
Festival,2008,11,33,4
Parks,2008,11,33,4
Musical,2008,11,38,6
Art Museum,2008,11,38,6
Festival,2008,11,38,6
Classical,2008,16,28,5
Musical,2008,16,28,5
Art Museum,2008,16,28,5
Craft Fair,2008,16,28,5
Festival,2008,16,28,5
Musical,2008,16,26,5
Art Museum,2008,16,26,5
Musical,2008,16,42,4
Musical,2008,16,36,3
Classical,2008,4,55,4
Craft Fair,2008,4,55,4
Parks,2008,4,55,4
Craft Fair,2008,12,57,5
Parks,2008,12,57,5
Parks,2008,12,62,2
Festival,2008,12,30,5
Parks,2008,12,30,5
Parks,2008,11,75,6
Art Museum,2008,4,72,2
Salsa,2008,14,41,5
Art Museum,2008,14,41,5
Craft Fair,2008,14,41,5
Festival,2008,14,41,5
Parks,2008,14,41,5
Jazz,2008,14,36,5
Salsa,2008,14,36,5
Art Museum,2008,14,36,5
Craft Fair,2008,14,36,5
Parks,2008,14,36,5
Classical,2008,-3,70,6
Musical,2008,-3,70,6
Art Museum,2008,-3,70,6
Craft Fair,2008,-3,70,6
Festival,2008,-3,70,6
Salsa,2008,11,36,2
Craft Fair,2008,11,36,2
Festival,2008,11,36,2
Salsa,2008,11,42,3
Festival,2008,11,42,3
Jazz,2008,15,50,4
Art Museum,2008,15,50,4
Craft Fair,2008,15,50,4
Festival,2008,15,50,4
Parks,2008,15,50,4
Art Museum,2008,6,39,2
Art Museum,2008,11,64,4
Craft Fair,2008,11,64,4
Parks,2008,11,64,4
Art Museum,2008,11,62,3
Craft Fair,2008,11,62,3
Parks,2008,11,62,3
Craft Fair,2008,-3,57,4
Festival,2008,-3,57,4
Jazz,2008,9,70,3
Classical,2008,9,70,3
Musical,2008,9,70,3
Play,2008,9,70,3
Dance,2008,9,70,3
Art Museum,2008,9,70,3
Craft Fair,2008,9,70,3
Parks,2008,9,70,3
Craft Fair,2008,7,52,3
Festival,2008,7,52,3
Play,2008,9,80,4
Craft Fair,2008,9,80,4
Play,2008,9,80,4
Craft Fair,2008,9,80,4
Musical,2008,-3,73,3
Musical,2008,-3,71,3
Craft Fair,2008,-3,71,3
Craft Fair,2008,12,39,4
Parks,2008,12,39,4
Festival,2008,6,36,4
Craft Fair,2008,4,22,5
Jazz,2008,14,66,6
Classical,2008,14,66,6
Musical,2008,14,66,6
Play,2008,14,66,6
Ballet,2008,14,66,6
Dance,2008,14,66,6
Art Museum,2008,14,66,6
Parks,2008,14,66,6
Classical,2008,14,65,6
Musical,2008,14,65,6
Play,2008,14,65,6
Ballet,2008,14,65,6
Art Museum,2008,14,65,6
Craft Fair,2008,14,65,6
Jazz,2008,7,85,5
Classical,2008,7,85,5
Musical,2008,7,85,5
Play,2008,7,85,5
Art Museum,2008,7,85,5
Parks,2008,11,42,6
Jazz,2008,15,59,4
Dance,2008,15,59,4
Art Museum,2008,15,59,4
Craft Fair,2008,15,59,4
Festival,2008,15,59,4
Parks,2008,15,59,4
Jazz,2008,15,45,4
Dance,2008,15,45,4
Art Museum,2008,15,45,4
Craft Fair,2008,15,45,4
Festival,2008,15,45,4
Parks,2008,15,45,4
Musical,2008,10,22,3
Play,2008,10,22,3
Musical,2008,10,27,4
Play,2008,10,27,4
Craft Fair,2008,19,45,4
Parks,2008,19,45,4
Ballet,2008,19,51,4
Craft Fair,2008,19,51,4
Festival,2008,19,51,4
Parks,2008,19,51,4
Play,2008,14,59,5
Dance,2008,14,59,5
Art Museum,2008,14,59,5
Craft Fair,2008,14,59,5
Festival,2008,14,59,5
Parks,2008,14,59,5
Play,2008,14,57,4
Dance,2008,14,57,4
Art Museum,2008,14,57,4
Craft Fair,2008,14,57,4
Festival,2008,14,57,4
Parks,2008,14,57,4
Classical,2008,14,79,6
Play,2008,14,79,6
Classical,2008,14,58,3
Play,2008,14,58,3
Classical,2008,15,32,6
Musical,2008,15,32,6
Art Museum,2008,15,32,6
Craft Fair,2008,15,32,6
Festival,2008,15,32,6
Classical,2008,15,32,5
Musical,2008,15,32,5
Craft Fair,2008,15,32,5
Festival,2008,15,32,5
Salsa,2008,19,60,5
Art Museum,2008,19,60,5
Craft Fair,2008,19,60,5
Festival,2008,19,60,5
Salsa,2008,19,66,3
Art Museum,2008,19,66,3
Craft Fair,2008,19,66,3
Festival,2008,19,66,3
Craft Fair,2008,4,63,4
Parks,2008,4,63,4
Salsa,2008,19,31,6
Art Museum,2008,14,57,6
Jazz,2008,11,46,3
Festival,2008,15,47,4
Parks,2008,15,47,4
Musical,2008,15,44,3
Craft Fair,2008,15,44,3
Festival,2008,15,44,3
Parks,2008,15,44,3
Art Museum,2008,15,53,3
Festival,2008,15,53,3
Parks,2008,15,53,3
Art Museum,2008,15,48,3
Festival,2008,15,48,3
Parks,2008,15,48,3
Musical,2008,15,28,3
Art Museum,2008,15,28,3
Musical,2008,15,27,5
Play,2008,15,27,5
Art Museum,2008,15,27,5
Art Museum,2008,15,38,5
Festival,2008,15,38,5
Art Museum,2008,15,42,3
Festival,2008,15,42,3
Craft Fair,2008,12,52,3
Festival,2008,12,52,3
Craft Fair,2008,12,50,3
Festival,2008,12,50,3
Craft Fair,2008,8,52,3
Festival,2008,8,52,3
Craft Fair,2008,8,54,3
Festival,2008,8,54,3
Jazz,2008,16,63,4
Jazz,2008,16,63,4
Musical,2008,15,44,5
Festival,2008,15,44,5
Parks,2008,15,44,5
Musical,2008,15,46,5
Festival,2008,15,46,5
Parks,2008,15,46,5
Art Museum,2008,7,51,4
Craft Fair,2008,7,51,4
Parks,2008,7,51,4
Art Museum,2008,7,64,4
Parks,2008,7,64,4
Jazz,2008,16,33,6
Classical,2008,16,33,6
Play,2008,16,33,6
Art Museum,2008,16,33,6
Festival,2008,16,33,6
Parks,2008,16,33,6
Jazz,2008,16,30,6
Classical,2008,16,30,6
Play,2008,16,30,6
Art Museum,2008,16,30,6
Craft Fair,2008,16,30,6
Festival,2008,16,30,6
Parks,2008,16,30,6
Parks,2008,15,28,5
Craft Fair,2008,15,32,5
Parks,2008,14,42,4
Musical,2008,14,39,4
Play,2008,14,39,4
Craft Fair,2008,14,39,4
Parks,2008,14,39,4
Jazz,2008,11,52,4
Classical,2008,11,52,4
Opera,2008,11,52,4
Musical,2008,11,52,4
Art Museum,2008,11,52,4
Jazz,2008,11,51,5
Classical,2008,11,51,5
Opera,2008,11,51,5
Musical,2008,11,51,5
Festival,2008,11,51,5
Classical,2008,16,50,5
Musical,2008,16,50,5
Play,2008,16,50,5
Classical,2008,16,44,5
Opera,2008,16,44,5
Musical,2008,16,44,5
Play,2008,16,44,5
Art Museum,2008,16,44,5
Craft Fair,2008,16,44,5
Parks,2008,14,27,4
Festival,2008,14,29,3
Parks,2008,14,29,3
Art Museum,2008,19,30,5
Craft Fair,2008,19,30,5
Parks,2008,19,30,5
Art Museum,2008,19,31,4
Craft Fair,2008,19,31,4
Parks,2008,19,31,4
Art Museum,2008,12,42,4
Craft Fair,2008,12,42,4
Festival,2008,12,42,4
Parks,2008,12,42,4
Art Museum,2008,12,50,5
Craft Fair,2008,12,50,5
Festival,2008,12,50,5
Parks,2008,12,50,5
Musical,2008,8,73,2
Classical,2008,10,80,4
Opera,2008,10,80,4
Musical,2008,10,80,4
Dance,2008,10,80,4
Art Museum,2008,10,80,4
Craft Fair,2008,10,80,4
Parks,2008,10,80,4
Musical,2008,14,44,4
Art Museum,2008,14,44,4
Craft Fair,2008,14,44,4
Festival,2008,14,44,4
Art Museum,2008,14,22,4
Musical,2008,15,36,4
Play,2008,15,36,4
Musical,2008,14,80,3
Classical,2008,16,77,6
Musical,2008,16,77,6
Play,2008,16,77,6
Art Museum,2008,16,77,6
Craft Fair,2008,16,77,6
Festival,2008,16,77,6
Classical,2008,16,74,5
Musical,2008,16,74,5
Play,2008,16,74,5
Art Museum,2008,16,74,5
Craft Fair,2008,16,74,5
Festival,2008,16,74,5
Parks,2008,11,34,6
Parks,2008,11,34,4
Jazz,2008,8,49,4
Salsa,2008,8,49,4
Classical,2008,8,49,4
Musical,2008,8,49,4
Play,2008,8,49,4
Dance,2008,8,49,4
Art Museum,2008,8,49,4
Craft Fair,2008,8,49,4
Craft Fair,2008,6,64,3
Musical,2008,16,56,3
Musical,2008,16,58,3
Art Museum,2008,8,44,5
Parks,2008,8,44,5
Dance,2008,12,47,2
Craft Fair,2008,12,47,2
Parks,2008,12,47,2
Craft Fair,2008,15,46,3
Parks,2008,15,46,3
Craft Fair,2008,15,41,6
Parks,2008,15,41,6
Craft Fair,2008,14,34,5
Festival,2008,14,34,5
Parks,2008,14,34,5
Craft Fair,2008,14,27,4
Festival,2008,14,27,4
Parks,2008,14,27,4
Classical,2008,11,73,3
Musical,2008,11,73,3
Craft Fair,2008,3,20,4
Craft Fair,2008,7,75,3
Musical,2008,15,35,6
Dance,2008,15,35,6
Craft Fair,2008,15,35,6
Festival,2008,15,35,6
Dance,2008,15,36,5
Craft Fair,2008,15,36,5
Festival,2008,15,36,5
Art Museum,2008,9,45,5
Craft Fair,2008,9,45,5
Parks,2008,9,45,5
Classical,2008,6,80,5
Art Museum,2008,6,80,5
Craft Fair,2008,6,80,5
Parks,2008,6,80,5
Craft Fair,2008,19,53,5
Festival,2008,19,53,5
Craft Fair,2008,19,50,6
Festival,2008,19,50,6
Musical,2008,19,19,3
Art Museum,2008,19,19,3
Craft Fair,2008,19,19,3
Festival,2008,19,19,3
Parks,2008,19,19,3
Jazz,2008,5,51,6
Classical,2008,5,51,6
Dance,2008,5,51,6
Art Museum,2008,5,51,6
Craft Fair,2008,5,51,6
Festival,2008,5,51,6
Parks,2008,5,51,6
Art Museum,2008,9,57,3
Art Museum,2008,9,55,3
Craft Fair,2008,11,51,4
Craft Fair,2008,11,50,2
Salsa,2008,-3,57,5
Dance,2008,-3,57,5
Art Museum,2008,-3,57,5
Salsa,2008,-3,58,5
Dance,2008,-3,58,5
Art Museum,2008,-3,58,5
Craft Fair,2008,-3,58,5
Festival,2008,-3,58,5
Art Museum,2008,11,31,6
Craft Fair,2008,11,31,6
Parks,2008,11,31,6
Art Museum,2008,11,41,5
Craft Fair,2008,11,41,5
Parks,2008,11,41,5
Craft Fair,2008,6,80,3
Festival,2008,6,80,3
Craft Fair,2008,6,77,3
Festival,2008,6,77,3
Festival,2008,14,28,4
Parks,2008,14,28,4
Art Museum,2008,14,32,3
Festival,2008,14,32,3
Parks,2008,14,32,3
Art Museum,2008,5,78,3
Craft Fair,2008,5,78,3
Musical,2008,8,23,4
Play,2008,8,23,4
Art Museum,2008,8,23,4
Craft Fair,2008,8,23,4
Festival,2008,8,23,4
Festival,2008,12,45,4
Festival,2008,12,21,4
Opera,2008,8,44,5
Musical,2008,8,44,5
Art Museum,2008,8,44,5
Festival,2008,8,44,5
Art Museum,2008,14,50,3
Classical,2008,6,44,4
Musical,2008,6,44,4
Art Museum,2008,6,44,4
Craft Fair,2008,6,44,4
Parks,2008,6,44,4
Musical,2008,19,50,5
Play,2008,19,50,5
Ballet,2008,19,50,5
Dance,2008,19,50,5
Art Museum,2008,19,50,5
Craft Fair,2008,19,50,5
Festival,2008,19,50,5
Parks,2008,19,50,5
Musical,2008,19,49,4
Play,2008,19,49,4
Ballet,2008,19,49,4
Dance,2008,19,49,4
Art Museum,2008,19,49,4
Festival,2008,19,49,4
Parks,2008,19,49,4
Parks,2008,10,51,3
Parks,2008,10,50,3
Craft Fair,2008,10,22,4
Parks,2008,10,22,4
Craft Fair,2008,10,25,4
Craft Fair,2008,14,40,5
Festival,2008,14,40,5
Parks,2008,14,40,5
Musical,2008,19,44,5
Musical,2008,19,41,4
Parks,2008,19,63,3
Parks,2008,19,73,3
Art Museum,2008,12,66,6
Craft Fair,2008,12,66,6
Festival,2008,12,66,6
Parks,2008,12,66,6
Craft Fair,2008,14,75,5
Craft Fair,2008,14,80,3
Craft Fair,2008,15,39,5
Festival,2008,15,39,5
Parks,2008,15,39,5
Classical,2008,15,39,6
Musical,2008,15,39,6
Play,2008,15,39,6
Dance,2008,15,39,6
Art Museum,2008,15,39,6
Craft Fair,2008,15,39,6
Festival,2008,15,39,6
Parks,2008,15,39,6
Festival,2008,-3,23,3
Festival,2008,-3,22,3
Festival,2008,11,25,2
Jazz,2008,14,65,6
Salsa,2008,14,65,6
Musical,2008,14,65,6
Play,2008,14,65,6
Dance,2008,14,65,6
Art Museum,2008,14,65,6
Craft Fair,2008,14,65,6
Festival,2008,14,65,6
Parks,2008,14,65,6
Jazz,2008,14,65,4
Salsa,2008,14,65,4
Musical,2008,14,65,4
Play,2008,14,65,4
Dance,2008,14,65,4
Art Museum,2008,14,65,4
Craft Fair,2008,14,65,4
Festival,2008,14,65,4
Parks,2008,14,65,4
Festival,2008,15,37,3
Jazz,2008,19,54,6
Classical,2008,19,54,6
Opera,2008,19,54,6
Musical,2008,19,54,6
Play,2008,19,54,6
Art Museum,2008,19,54,6
Craft Fair,2008,19,54,6
Festival,2008,19,54,6
Parks,2008,19,54,6
Jazz,2008,19,54,5
Classical,2008,19,54,5
Opera,2008,19,54,5
Play,2008,19,54,5
Art Museum,2008,19,54,5
Craft Fair,2008,19,54,5
Jazz,2008,19,59,5
Classical,2008,19,59,5
Musical,2008,19,59,5
Play,2008,19,59,5
Ballet,2008,19,59,5
Dance,2008,19,59,5
Art Museum,2008,19,59,5
Craft Fair,2008,19,59,5
Festival,2008,19,59,5
Parks,2008,19,59,5
Jazz,2008,19,50,6
Classical,2008,19,50,6
Musical,2008,19,50,6
Play,2008,19,50,6
Ballet,2008,19,50,6
Dance,2008,19,50,6
Art Museum,2008,19,50,6
Craft Fair,2008,19,50,6
Festival,2008,19,50,6
Parks,2008,19,50,6
Art Museum,2008,9,58,4
Art Museum,2008,-3,39,4
Craft Fair,2008,6,70,1
Art Museum,2008,16,41,3
Craft Fair,2008,16,41,3
Festival,2008,16,41,3
Parks,2008,16,41,3
Art Museum,2008,16,39,4
Craft Fair,2008,16,39,4
Festival,2008,16,39,4
Parks,2008,16,39,4
Craft Fair,2008,10,30,4
Festival,2008,10,30,4
Classical,2008,16,45,5
Craft Fair,2008,16,45,5
Parks,2008,16,45,5
Classical,2008,16,54,5
Craft Fair,2008,16,54,5
Festival,2008,16,54,5
Parks,2008,16,54,5
Art Museum,2008,7,20,4
Festival,2008,7,50,4
Opera,2008,6,80,4
Art Museum,2008,6,80,4
Musical,2008,4,41,4
Art Museum,2008,4,41,4
Craft Fair,2008,4,41,4
Festival,2008,4,41,4
Parks,2008,4,41,4
Jazz,2008,4,39,4
Classical,2008,4,39,4
Musical,2008,4,39,4
Art Museum,2008,4,39,4
Craft Fair,2008,4,39,4
Festival,2008,4,39,4
Parks,2008,4,39,4
Jazz,2008,16,69,6
Classical,2008,16,69,6
Opera,2008,16,69,6
Dance,2008,16,69,6
Art Museum,2008,16,69,6
Festival,2008,16,69,6
Parks,2008,16,69,6
Art Museum,2008,14,46,6
Craft Fair,2008,14,46,6
Parks,2008,14,46,6
Art Museum,2008,14,52,5
Craft Fair,2008,14,52,5
Parks,2008,14,52,5
Play,2008,-3,65,6
Art Museum,2008,-3,65,6
Craft Fair,2008,-3,65,6
Festival,2008,-3,65,6
Play,2008,-3,59,4
Craft Fair,2008,-3,59,4
Festival,2008,-3,59,4
Dance,2008,5,66,3
Classical,2008,7,77,6
Musical,2008,19,44,6
Parks,2008,19,44,6
Musical,2008,19,40,4
Play,2008,19,40,4
Parks,2008,19,40,4
Craft Fair,2008,8,25,4
Festival,2008,8,25,4
Art Museum,2008,2,23,3
Craft Fair,2008,2,23,3
Festival,2008,2,23,3
Musical,2008,8,31,5
Ballet,2008,8,31,5
Dance,2008,8,31,5
Art Museum,2008,8,31,5
Festival,2008,8,31,5
Parks,2008,8,31,5
Musical,2008,8,30,6
Ballet,2008,8,30,6
Dance,2008,8,30,6
Art Museum,2008,8,30,6
Festival,2008,8,30,6
Parks,2008,8,30,6
Musical,2008,15,45,5
Art Museum,2008,15,45,5
Craft Fair,2008,15,45,5
Festival,2008,15,45,5
Parks,2008,15,45,5
Musical,2008,15,45,5
Art Museum,2008,15,45,5
Craft Fair,2008,15,45,5
Festival,2008,15,45,5
Parks,2008,15,45,5
Musical,2008,19,80,6
Play,2008,19,80,6
Musical,2008,19,74,3
Play,2008,19,74,3
Craft Fair,2008,-3,74,3
Festival,2008,-3,74,3
Parks,2008,-3,74,3
Festival,2008,-3,80,2
Parks,2008,-3,80,2
Parks,2008,11,51,4
Festival,2008,11,51,5
Parks,2008,11,51,5
Musical,2008,-3,76,4
Musical,2008,-3,68,3
Ballet,2008,8,30,4
Dance,2008,8,30,4
Craft Fair,2008,8,30,4
Festival,2008,8,19,4
Parks,2008,8,19,4
Art Museum,2008,6,29,4
Craft Fair,2008,6,29,4
Art Museum,2008,6,31,3
Craft Fair,2008,6,31,3
Festival,2008,11,23,5
Musical,2008,11,80,5
Musical,2008,14,53,2
Craft Fair,2008,8,28,4
Festival,2008,8,28,4
Parks,2008,8,28,4
Craft Fair,2008,15,28,3
Festival,2008,15,28,3
Ballet,2008,-3,72,4
Dance,2008,-3,72,4
Art Museum,2008,-3,72,4
Craft Fair,2008,-3,72,4
Festival,2008,-3,72,4
Classical,2008,14,34,3
Art Museum,2008,14,34,3
Festival,2008,14,34,3
Parks,2008,14,34,3
Classical,2008,14,36,3
Art Museum,2008,14,36,3
Festival,2008,14,36,3
Parks,2008,14,36,3
Parks,2008,11,49,5
Festival,2008,11,50,3
Jazz,2008,19,67,4
Musical,2008,19,67,4
Craft Fair,2008,19,67,4
Festival,2008,19,67,4
Parks,2008,19,67,4
Jazz,2008,7,26,3
Musical,2008,7,26,3
Jazz,2008,7,30,2
Dance,2008,12,61,4
Dance,2008,12,60,3
Parks,2008,12,60,3
Classical,2008,16,41,5
Art Museum,2008,16,41,5
Craft Fair,2008,16,41,5
Festival,2008,16,41,5
Jazz,2008,14,35,6
Craft Fair,2008,14,35,6
Festival,2008,14,35,6
Parks,2008,14,35,6
Craft Fair,2008,14,38,6
Festival,2008,14,38,6
Parks,2008,14,38,6
Play,2008,10,30,6
Festival,2008,10,30,6
Art Museum,2008,8,61,4
Jazz,2008,11,51,4
Musical,2008,11,51,4
Art Museum,2008,11,51,4
Festival,2008,11,51,4
Parks,2008,11,51,4
Jazz,2008,6,75,3
Classical,2008,6,75,3
Musical,2008,6,75,3
Play,2008,6,75,3
Jazz,2008,6,80,3
Classical,2008,6,80,3
Musical,2008,6,80,3
Play,2008,6,80,3
Musical,2008,11,64,3
Art Museum,2008,11,64,3
Craft Fair,2008,11,64,3
Festival,2008,11,64,3
Musical,2008,11,67,6
Art Museum,2008,11,67,6
Craft Fair,2008,11,67,6
Festival,2008,11,67,6
Craft Fair,2008,7,80,3
Festival,2008,7,80,3
Parks,2008,7,80,3
Festival,2008,6,73,4
Festival,2008,12,36,4
Festival,2008,12,28,3
Jazz,2008,12,77,4
Craft Fair,2008,12,77,4
Parks,2008,12,77,4
Jazz,2008,12,73,5
Musical,2008,12,73,5
Craft Fair,2008,12,73,5
Parks,2008,12,73,5
Festival,2008,15,36,4
Parks,2008,15,36,4
Craft Fair,2008,15,34,4
Festival,2008,15,34,4
Play,2008,6,78,3
Festival,2008,9,56,3
Parks,2008,9,56,3
Musical,2008,11,36,5
Parks,2008,11,36,5
Craft Fair,2008,4,47,4
Ballet,2008,16,61,4
Dance,2008,16,61,4
Art Museum,2008,16,61,4
Craft Fair,2008,16,61,4
Parks,2008,16,61,4
Ballet,2008,16,53,4
Dance,2008,16,53,4
Art Museum,2008,16,53,4
Craft Fair,2008,16,53,4
Parks,2008,16,53,4
Craft Fair,2008,15,38,5
Parks,2008,15,38,5
Classical,2008,10,29,5
Dance,2008,10,29,5
Art Museum,2008,10,29,5
Parks,2008,10,29,5
Craft Fair,2008,8,63,1
Craft Fair,2008,8,61,3
Festival,2008,8,61,3
Art Museum,2008,8,53,3
Jazz,2008,11,55,4
Classical,2008,11,55,4
Play,2008,11,55,4
Art Museum,2008,11,55,4
Craft Fair,2008,11,55,4
Classical,2008,15,37,4
Art Museum,2008,15,37,4
Craft Fair,2008,15,37,4
Festival,2008,15,37,4
Parks,2008,15,37,4
Classical,2008,15,32,2
Art Museum,2008,15,32,2
Craft Fair,2008,15,32,2
Festival,2008,15,32,2
Parks,2008,15,32,2
Classical,2008,15,80,3
Dance,2008,15,80,3
Festival,2008,15,80,3
Jazz,2008,-3,46,6
Salsa,2008,-3,46,6
Classical,2008,-3,46,6
Play,2008,-3,46,6
Ballet,2008,-3,46,6
Art Museum,2008,-3,46,6
Craft Fair,2008,-3,46,6
Festival,2008,-3,46,6
Parks,2008,-3,46,6
Jazz,2008,14,65,3
Craft Fair,2008,14,65,3
Festival,2008,14,65,3
Jazz,2008,14,58,4
Craft Fair,2008,14,58,4
Festival,2008,14,58,4
Art Museum,2008,15,60,5
Craft Fair,2008,15,60,5
Festival,2008,15,60,5
Art Museum,2008,15,58,6
Craft Fair,2008,15,58,6
Festival,2008,15,58,6
Craft Fair,2008,19,72,6
Festival,2008,19,72,6
Classical,2008,19,79,4
Musical,2008,19,79,4
Play,2008,19,79,4
Art Museum,2008,19,79,4
Craft Fair,2008,19,79,4
Festival,2008,19,79,4
Parks,2008,16,45,4
Art Museum,2008,16,44,4
Parks,2008,16,44,4
Parks,2008,11,85,4
Craft Fair,2008,12,55,5
Festival,2008,12,55,5
Jazz,2008,15,37,6
Classical,2008,15,37,6
Opera,2008,15,37,6
Musical,2008,15,37,6
Play,2008,15,37,6
Ballet,2008,15,37,6
Dance,2008,15,37,6
Art Museum,2008,15,37,6
Festival,2008,15,37,6
Jazz,2008,5,41,5
Parks,2008,15,45,5
Parks,2008,15,43,6
Art Museum,2008,19,34,6
Craft Fair,2008,19,34,6
Festival,2008,19,34,6
Parks,2008,19,34,6
Art Museum,2008,19,33,6
Craft Fair,2008,19,33,6
Festival,2008,19,33,6
Parks,2008,19,33,6
Craft Fair,2008,19,40,4
Festival,2008,19,40,4
Parks,2008,19,40,4
Craft Fair,2008,19,43,5
Parks,2008,19,43,5
Craft Fair,2008,14,71,4
Art Museum,2008,15,27,3
Parks,2008,15,27,3
Art Museum,2008,15,28,3
Festival,2008,15,28,3
Parks,2008,15,28,3
Jazz,2008,19,53,5
Musical,2008,19,53,5
Art Museum,2008,19,53,5
Craft Fair,2008,19,53,5
Parks,2008,19,53,5
Musical,2008,19,53,6
Art Museum,2008,19,53,6
Parks,2008,19,53,6
Musical,2008,1,62,5
Musical,2008,1,52,5
Craft Fair,2008,11,35,4
Festival,2008,11,35,4
Art Museum,2008,14,26,5
Parks,2008,14,26,5
Jazz,2008,14,28,3
Art Museum,2008,14,28,3
Parks,2008,14,28,3
Musical,2008,11,68,6
Art Museum,2008,11,68,6
Parks,2008,11,68,6
Musical,2008,11,64,6
Art Museum,2008,11,64,6
Craft Fair,2008,11,64,6
Festival,2008,11,64,6
Parks,2008,11,64,6
Classical,2008,16,33,5
Opera,2008,16,33,5
Ballet,2008,16,33,5
Art Museum,2008,16,33,5
Craft Fair,2008,16,33,5
Festival,2008,16,33,5
Jazz,2008,16,38,6
Classical,2008,16,38,6
Opera,2008,16,38,6
Ballet,2008,16,38,6
Art Museum,2008,16,38,6
Craft Fair,2008,16,38,6
Festival,2008,16,38,6
Musical,2008,19,74,3
Craft Fair,2008,11,22,4
Craft Fair,2008,11,21,4
Classical,2008,7,23,5
Musical,2008,7,23,5
Parks,2008,7,23,5
Jazz,2008,11,47,6
Classical,2008,11,47,6
Craft Fair,2008,11,47,6
Festival,2008,11,47,6
Parks,2008,11,47,6
Play,2008,19,48,6
Ballet,2008,19,48,6
Art Museum,2008,19,48,6
Parks,2008,19,48,6
Musical,2008,14,38,4
Play,2008,14,38,4
Art Museum,2008,14,38,4
Festival,2008,12,29,3
Festival,2008,12,32,3
Jazz,2008,14,34,6
Classical,2008,14,34,6
Opera,2008,14,34,6
Musical,2008,14,34,6
Play,2008,14,34,6
Dance,2008,14,34,6
Art Museum,2008,14,34,6
Craft Fair,2008,14,34,6
Festival,2008,14,34,6
Parks,2008,14,34,6
Parks,2008,14,55,6
Festival,2008,7,22,4
Classical,2008,16,38,6
Opera,2008,16,38,6
Musical,2008,16,38,6
Art Museum,2008,16,38,6
Parks,2008,16,38,6
Classical,2008,16,37,6
Opera,2008,16,37,6
Musical,2008,16,37,6
Art Museum,2008,16,37,6
Craft Fair,2008,16,37,6
Festival,2008,16,37,6
Parks,2008,16,37,6
Musical,2008,11,38,3
Art Museum,2008,11,38,3
Parks,2008,11,38,3
